account_id,tier,mrr,contract_start_date,contract_term_months,payment_method_age_days,payment_reliability_score,customer_health_score,licensed_users,actual_users,total_invoices,failed_payment_count,last_login_days_ago,support_tickets_90d,feature_adoption_pct,has_leakage,leakage_type,monthly_leakage_amount,estimated_annual_leakage,detection_difficulty,payment_failure_rate,user_utilization_ratio,days_since_contract_start,revenue_per_user,engagement_score,payment_risk,health_risk,engagement_risk,overutilization
ACC000872,Starter,99,2024-11-11,24,294,0.805,44.3,5,3,12,0,34,1,75.2,False,None,0.0,0.0,N/A,0.0,0.6,389,19.8,71.52,0,1,1,0
ACC000873,Professional,299,2024-03-29,36,49,0.134,95.5,20,23,20,0,17,3,65.7,False,None,0.0,0.0,N/A,0.0,1.15,616,14.95,72.62,1,0,0,1
ACC000874,Starter,99,2024-07-12,12,142,0.389,86.5,5,4,17,0,83,2,61.7,False,None,0.0,0.0,N/A,0.0,0.8,511,19.8,43.82000000000001,1,0,1,0
ACC000875,Starter,99,2025-04-30,36,68,0.186,84.4,5,3,7,0,31,1,76.0,False,None,0.0,0.0,N/A,0.0,0.6,219,19.8,73.2,1,0,1,0
ACC000876,Professional,299,2025-04-10,36,165,0.452,65.3,20,17,7,0,31,0,85.0,False,None,0.0,0.0,N/A,0.0,0.85,239,14.95,78.6,1,0,1,0
ACC000877,Professional,299,2024-07-31,24,73,0.2,97.8,20,6,16,1,73,1,91.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0625,0.3,492,14.95,65.52,1,0,1,0
ACC000878,Professional,299,2024-12-05,36,213,0.584,68.8,20,20,12,0,48,2,96.3,False,None,0.0,0.0,N/A,0.0,1.0,365,14.95,78.58,1,0,1,0
ACC000879,Professional,299,2024-06-01,12,325,0.89,75.0,20,6,18,0,11,0,70.4,False,None,0.0,0.0,N/A,0.0,0.3,552,14.95,77.84,0,0,0,0
ACC000880,Starter,99,2024-07-21,36,143,0.392,96.6,5,5,16,1,88,2,32.9,False,None,0.0,0.0,N/A,0.0625,1.0,502,19.8,24.54,1,0,1,0
ACC000881,Enterprise,2499,2024-08-25,24,250,0.685,81.6,500,479,15,0,41,2,85.2,True,Contract_Terms_Error,471.78,5661.34,Hard,0.0,0.958,467,4.998,74.72,1,0,1,0
ACC000882,Starter,99,2024-01-20,12,48,0.132,86.7,5,3,22,2,58,0,36.1,False,None,0.0,0.0,N/A,0.09090909090909091,0.6,685,19.8,38.46,1,0,1,0
ACC000883,Starter,99,2024-09-05,12,274,0.751,82.8,5,2,15,0,50,0,60.9,True,Billing_System_Error,19.12,229.39,Medium,0.0,0.4,456,19.8,56.54,0,0,1,0
ACC000884,Business,799,2025-01-26,24,109,0.299,74.7,100,61,10,1,63,1,55.1,False,None,0.0,0.0,N/A,0.1,0.61,313,7.99,47.86,1,0,1,0
ACC000885,Professional,299,2024-12-06,24,146,0.4,73.6,20,10,12,1,43,3,58.3,True,Failed_Payment_Retry,44.85,538.2,Easy,0.08333333333333333,0.5,364,14.95,57.78,1,0,1,0
ACC000886,Professional,299,2024-02-24,36,67,0.184,67.6,20,16,21,2,72,2,82.0,False,None,0.0,0.0,N/A,0.09523809523809523,0.8,650,14.95,60.4,1,0,1,0
ACC000887,Professional,299,2024-04-28,24,350,0.959,82.1,20,21,19,0,6,0,60.2,False,None,0.0,0.0,N/A,0.0,1.05,586,14.95,73.72,0,0,0,0
ACC000888,Professional,299,2025-07-21,12,321,0.879,85.3,20,9,4,0,58,2,54.6,False,None,0.0,0.0,N/A,0.0,0.45,137,14.95,49.56,0,0,1,0
ACC000889,Starter,99,2025-08-21,12,81,0.222,57.6,5,4,3,0,56,3,60.2,False,None,0.0,0.0,N/A,0.0,0.8,106,19.8,53.72,1,1,1,0
ACC000890,Starter,99,2024-05-27,12,220,0.603,87.5,5,4,18,1,25,2,67.0,False,None,0.0,0.0,N/A,0.05555555555555555,0.8,557,19.8,70.19999999999999,1,0,0,0
ACC000891,Starter,99,2025-04-24,36,155,0.425,91.6,5,5,7,0,20,2,43.1,False,None,0.0,0.0,N/A,0.0,1.0,225,19.8,57.86,1,0,0,0
ACC000892,Professional,299,2024-11-30,12,336,0.921,79.2,20,20,12,0,46,2,60.0,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,1.0,370,14.95,57.6,0,0,1,0
ACC000893,Starter,99,2024-12-24,12,191,0.523,97.2,5,2,11,0,85,2,77.0,False,None,0.0,0.0,N/A,0.0,0.4,346,19.8,52.199999999999996,1,0,1,0
ACC000894,Business,799,2025-03-21,12,203,0.556,80.5,100,43,8,0,80,2,73.6,True,Contract_Terms_Error,212.0,2544.05,Hard,0.0,0.43,259,7.99,52.16,1,0,1,0
ACC000895,Business,799,2024-10-29,36,359,0.984,51.6,100,34,13,0,29,1,48.5,False,None,0.0,0.0,N/A,0.0,0.34,402,7.99,57.5,0,1,0,0
ACC000896,Starter,99,2024-06-24,36,47,0.129,86.5,5,5,17,1,90,0,59.3,False,None,0.0,0.0,N/A,0.058823529411764705,1.0,529,19.8,39.58,1,0,1,0
ACC000897,Starter,99,2025-06-01,12,110,0.301,97.5,5,4,6,0,61,2,50.0,False,None,0.0,0.0,N/A,0.0,0.8,187,19.8,45.6,1,0,1,0
ACC000898,Business,799,2025-06-19,12,304,0.833,71.8,100,72,5,0,28,4,81.2,False,None,0.0,0.0,N/A,0.0,0.72,169,7.99,77.52,0,0,0,0
ACC000899,Starter,99,2024-03-24,36,228,0.625,86.5,5,3,20,0,1,0,60.5,True,Billing_System_Error,5.38,64.54,Medium,0.0,0.6,621,19.8,75.9,1,0,0,0
ACC000900,Professional,299,2025-08-29,36,176,0.482,94.0,20,21,3,0,15,0,89.9,False,None,0.0,0.0,N/A,0.0,1.05,98,14.95,87.94,1,0,0,0
ACC000901,Professional,299,2024-07-01,36,68,0.186,86.0,20,9,17,2,61,3,83.9,True,Billing_System_Error,74.06,888.77,Medium,0.11764705882352941,0.45,522,14.95,65.94,1,0,1,0
ACC000902,Starter,99,2025-06-26,12,197,0.54,92.9,5,5,5,0,11,3,66.2,False,None,0.0,0.0,N/A,0.0,1.0,162,19.8,75.32,1,0,0,0
ACC000903,Business,799,2025-05-25,12,161,0.441,91.9,100,100,6,0,47,0,73.8,False,None,0.0,0.0,N/A,0.0,1.0,194,7.99,65.47999999999999,1,0,1,0
ACC000904,Business,799,2024-11-04,12,196,0.537,90.3,100,58,13,1,17,2,67.3,True,Contract_Terms_Error,86.81,1041.68,Hard,0.07692307692307693,0.58,396,7.99,73.58,1,0,0,0
ACC000905,Starter,99,2025-04-13,12,272,0.745,69.0,5,2,7,0,72,2,86.9,False,None,0.0,0.0,N/A,0.0,0.4,236,19.8,63.34,0,0,1,0
ACC000906,Starter,99,2025-08-29,36,333,0.912,62.7,5,3,3,0,21,1,63.4,True,Billing_System_Error,18.76,225.09,Medium,0.0,0.6,98,19.8,69.64,0,0,0,0
ACC000907,Professional,299,2024-06-13,24,110,0.301,85.8,20,19,18,3,80,5,71.5,True,Failed_Payment_Retry,44.85,538.2,Easy,0.16666666666666666,0.95,540,14.95,50.9,1,0,1,0
ACC000908,Starter,99,2025-04-04,24,316,0.866,74.7,5,4,8,0,87,7,60.7,False,None,0.0,0.0,N/A,0.0,0.8,245,19.8,41.620000000000005,0,0,1,0
ACC000909,Starter,99,2024-06-10,12,45,0.123,89.0,5,1,18,1,12,1,72.3,True,Failed_Payment_Retry,14.85,178.2,Easy,0.05555555555555555,0.2,543,19.8,78.58,1,0,0,0
ACC000910,Starter,99,2025-04-16,12,302,0.827,87.2,5,4,7,0,49,1,74.7,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,233,19.8,65.22,0,0,1,0
ACC000911,Professional,299,2024-09-12,24,162,0.444,83.0,20,19,14,0,17,2,60.1,False,None,0.0,0.0,N/A,0.0,0.95,449,14.95,69.26,1,0,0,0
ACC000912,Professional,299,2024-12-27,24,331,0.907,82.9,20,21,11,0,10,3,73.8,True,Billing_System_Error,37.55,450.64,Medium,0.0,1.05,343,14.95,80.28,0,0,0,0
ACC000913,Professional,299,2024-12-26,36,308,0.844,67.4,20,20,11,0,76,3,38.8,False,None,0.0,0.0,N/A,0.0,1.0,344,14.95,32.879999999999995,0,0,1,0
ACC000914,Professional,299,2023-12-24,24,354,0.97,92.9,20,22,23,0,3,0,84.7,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,1.1,712,14.95,89.62,0,0,0,0
ACC000915,Starter,99,2024-11-02,12,266,0.729,73.7,5,2,13,1,77,0,80.8,False,None,0.0,0.0,N/A,0.07692307692307693,0.4,398,19.8,57.68,0,0,1,0
ACC000916,Professional,299,2024-04-03,12,201,0.551,87.3,20,10,20,2,37,1,54.2,False,None,0.0,0.0,N/A,0.1,0.5,611,14.95,57.720000000000006,1,0,1,0
ACC000917,Professional,299,2025-07-13,12,254,0.696,71.9,20,10,4,0,49,1,56.0,False,None,0.0,0.0,N/A,0.0,0.5,145,14.95,54.0,1,0,1,0
ACC000918,Starter,99,2025-05-14,12,256,0.701,80.0,5,4,6,0,81,1,67.0,False,None,0.0,0.0,N/A,0.0,0.8,205,19.8,47.8,0,0,1,0
ACC000919,Business,799,2024-01-07,12,271,0.742,89.6,100,119,23,1,1,4,89.9,False,None,0.0,0.0,N/A,0.043478260869565216,1.19,698,7.99,93.54,0,0,0,1
ACC000920,Professional,299,2024-09-02,24,68,0.186,75.9,20,19,15,1,49,1,68.1,True,Failed_Payment_Retry,44.85,538.2,Easy,0.06666666666666667,0.95,459,14.95,61.25999999999999,1,0,1,0
ACC000921,Professional,299,2024-02-02,24,188,0.515,83.0,20,11,22,3,69,1,66.9,False,None,0.0,0.0,N/A,0.13636363636363635,0.55,672,14.95,52.54,1,0,1,0
ACC000922,Professional,299,2025-03-14,24,38,0.104,91.5,20,22,8,1,2,2,78.7,False,None,0.0,0.0,N/A,0.125,1.1,266,14.95,86.42,1,0,0,0
ACC000923,Business,799,2024-01-14,12,8,0.022,80.6,100,48,23,6,33,0,56.0,False,None,0.0,0.0,N/A,0.2608695652173913,0.48,691,7.99,60.400000000000006,1,0,1,0
ACC000924,Starter,99,2025-01-29,12,31,0.085,96.3,5,1,10,0,50,0,75.6,False,None,0.0,0.0,N/A,0.0,0.2,310,19.8,65.35999999999999,1,0,1,0
ACC000925,Professional,299,2024-04-06,24,322,0.882,89.4,20,8,20,0,64,1,58.5,False,None,0.0,0.0,N/A,0.0,0.4,608,14.95,49.5,0,0,1,0
ACC000926,Starter,99,2024-07-08,24,360,0.986,52.6,5,2,17,0,51,4,36.1,False,None,0.0,0.0,N/A,0.0,0.4,515,19.8,41.260000000000005,0,1,1,0
ACC000927,Enterprise,2499,2025-06-14,36,275,0.753,91.7,500,230,5,0,68,2,54.4,True,Contract_Terms_Error,447.38,5368.6,Hard,0.0,0.46,174,4.998,45.44,0,0,1,0
ACC000928,Starter,99,2023-12-16,12,143,0.392,85.3,5,2,24,0,10,3,51.4,False,None,0.0,0.0,N/A,0.0,0.4,720,19.8,66.84,1,0,0,0
ACC000929,Business,799,2024-10-24,12,262,0.718,77.9,100,100,13,0,26,2,48.8,True,Billing_System_Error,109.09,1309.07,Medium,0.0,1.0,407,7.99,58.879999999999995,0,0,0,0
ACC000930,Starter,99,2025-03-31,36,168,0.46,81.3,5,4,8,0,50,3,56.1,True,Failed_Payment_Retry,14.85,178.2,Easy,0.0,0.8,249,19.8,53.66,1,0,1,0
ACC000931,Starter,99,2024-01-15,36,333,0.912,95.4,5,2,23,0,87,0,51.9,False,None,0.0,0.0,N/A,0.0,0.4,690,19.8,36.339999999999996,0,0,1,0
ACC000932,Professional,299,2025-07-01,24,358,0.981,92.7,20,17,5,0,55,1,49.9,False,None,0.0,0.0,N/A,0.0,0.85,157,14.95,47.94,0,0,1,0
ACC000933,Starter,99,2025-01-05,12,126,0.345,87.3,5,3,11,0,11,2,74.3,False,None,0.0,0.0,N/A,0.0,0.6,334,19.8,80.18,1,0,0,0
ACC000934,Starter,99,2024-06-19,12,233,0.638,88.3,5,3,17,1,78,3,71.5,False,None,0.0,0.0,N/A,0.058823529411764705,0.6,534,19.8,51.7,1,0,1,0
ACC000935,Business,799,2023-12-23,12,159,0.436,71.7,100,72,23,3,85,5,78.6,False,None,0.0,0.0,N/A,0.13043478260869565,0.72,713,7.99,53.16,1,0,1,0
ACC000936,Starter,99,2025-03-11,12,7,0.019,87.1,5,5,8,1,90,3,44.5,True,Billing_System_Error,12.26,147.08,Medium,0.125,1.0,269,19.8,30.7,1,0,1,0
ACC000937,Business,799,2025-04-19,36,6,0.016,77.7,100,102,7,1,20,3,54.7,False,None,0.0,0.0,N/A,0.14285714285714285,1.02,230,7.99,64.82,1,0,0,0
ACC000938,Starter,99,2024-04-16,24,268,0.734,76.3,5,5,19,0,66,2,68.7,False,None,0.0,0.0,N/A,0.0,1.0,598,19.8,54.82,0,0,1,0
ACC000939,Professional,299,2024-12-15,12,191,0.523,90.1,20,13,11,0,16,1,73.8,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.65,355,14.95,77.88,1,0,0,0
ACC000940,Professional,299,2024-12-05,36,61,0.167,51.3,20,14,12,2,3,0,83.6,False,None,0.0,0.0,N/A,0.16666666666666666,0.7,365,14.95,88.96000000000001,1,1,0,0
ACC000941,Starter,99,2024-09-28,24,140,0.384,78.4,5,3,14,1,67,1,74.1,False,None,0.0,0.0,N/A,0.07142857142857142,0.6,433,19.8,57.66,1,0,1,0
ACC000942,Starter,99,2025-07-03,24,365,1.0,82.5,5,3,5,0,73,3,44.6,False,None,0.0,0.0,N/A,0.0,0.6,155,19.8,37.56,0,0,1,0
ACC000943,Business,799,2025-06-20,24,234,0.641,97.1,100,42,5,0,65,0,55.3,False,None,0.0,0.0,N/A,0.0,0.42,168,7.99,47.18,1,0,1,0
ACC000944,Professional,299,2024-09-03,12,256,0.701,85.8,20,23,15,0,72,1,77.7,False,None,0.0,0.0,N/A,0.0,1.15,458,14.95,57.82,0,0,1,1
ACC000945,Starter,99,2025-03-20,24,81,0.222,82.1,5,2,8,1,32,5,53.5,False,None,0.0,0.0,N/A,0.125,0.4,260,19.8,59.300000000000004,1,0,1,0
ACC000946,Professional,299,2025-05-24,36,346,0.948,81.9,20,11,6,0,14,3,65.8,False,None,0.0,0.0,N/A,0.0,0.55,195,14.95,73.88,0,0,0,0
ACC000947,Starter,99,2025-01-16,36,261,0.715,81.8,5,3,10,0,0,0,70.9,False,None,0.0,0.0,N/A,0.0,0.6,323,19.8,82.53999999999999,0,0,0,0
ACC000948,Professional,299,2025-07-23,12,126,0.345,80.2,20,13,4,0,5,2,45.2,False,None,0.0,0.0,N/A,0.0,0.65,135,14.95,65.12,1,0,0,0
ACC000949,Enterprise,2499,2024-05-11,24,197,0.54,85.2,500,194,19,0,19,2,57.1,True,Failed_Payment_Retry,374.85,4498.2,Easy,0.0,0.388,573,4.998,66.66,1,0,0,0
ACC000950,Professional,299,2025-03-07,12,284,0.778,86.4,20,20,9,0,83,3,40.3,False,None,0.0,0.0,N/A,0.0,1.0,273,14.95,30.979999999999997,0,0,1,0
ACC000951,Starter,99,2024-07-04,12,165,0.452,78.1,5,5,17,2,31,1,80.8,False,None,0.0,0.0,N/A,0.11764705882352941,1.0,519,19.8,76.08,1,0,1,0
ACC000952,Professional,299,2024-07-07,36,164,0.449,67.3,20,23,17,0,34,1,39.1,False,None,0.0,0.0,N/A,0.0,1.15,516,14.95,49.86,1,0,1,1
ACC000953,Professional,299,2025-06-19,36,191,0.523,86.1,20,21,5,0,15,1,55.6,False,None,0.0,0.0,N/A,0.0,1.05,169,14.95,67.36,1,0,0,0
ACC000954,Starter,99,2024-04-10,36,27,0.074,73.5,5,3,20,0,22,4,75.2,False,None,0.0,0.0,N/A,0.0,0.6,604,19.8,76.32,1,0,0,0
ACC000955,Starter,99,2025-01-21,36,24,0.066,89.2,5,5,10,2,51,2,81.9,False,None,0.0,0.0,N/A,0.2,1.0,318,19.8,68.74000000000001,1,0,1,0
ACC000956,Professional,299,2025-06-28,24,145,0.397,83.8,20,19,5,0,39,2,74.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.95,160,14.95,68.92,1,0,1,0
ACC000957,Starter,99,2024-10-06,12,284,0.778,84.8,5,4,14,0,58,1,67.6,False,None,0.0,0.0,N/A,0.0,0.8,425,19.8,57.36,0,0,1,0
ACC000958,Professional,299,2025-08-29,24,103,0.282,86.7,20,7,3,0,37,2,44.7,False,None,0.0,0.0,N/A,0.0,0.35,98,14.95,52.02,1,0,1,0
ACC000959,Professional,299,2024-02-07,24,319,0.874,67.4,20,15,22,0,31,1,75.3,False,None,0.0,0.0,N/A,0.0,0.75,667,14.95,72.78,0,0,1,0
ACC000960,Starter,99,2024-05-19,24,303,0.83,74.7,5,5,18,0,63,6,67.6,True,Billing_System_Error,13.05,156.66,Medium,0.0,1.0,565,19.8,55.36,0,0,1,0
ACC000961,Business,799,2025-02-18,36,280,0.767,70.8,100,65,9,0,31,4,83.5,False,None,0.0,0.0,N/A,0.0,0.65,290,7.99,77.7,0,0,1,0
ACC000962,Starter,99,2025-04-05,12,210,0.575,88.5,5,2,8,0,3,1,65.5,False,None,0.0,0.0,N/A,0.0,0.4,244,19.8,78.1,1,0,0,0
ACC000963,Professional,299,2025-01-11,36,178,0.488,88.2,20,17,10,0,81,4,58.8,False,None,0.0,0.0,N/A,0.0,0.85,328,14.95,42.879999999999995,1,0,1,0
ACC000964,Starter,99,2025-08-28,24,1,0.003,52.8,5,5,3,0,84,3,46.7,False,None,0.0,0.0,N/A,0.0,1.0,99,19.8,34.42,1,1,1,0
ACC000965,Professional,299,2024-08-17,36,158,0.433,93.3,20,14,15,2,13,0,56.0,False,None,0.0,0.0,N/A,0.13333333333333333,0.7,475,14.95,68.4,1,0,0,0
ACC000966,Business,799,2025-02-08,36,122,0.334,88.8,100,94,10,0,53,1,84.6,True,Failed_Payment_Retry,119.85,1438.2,Easy,0.0,0.94,300,7.99,69.56,1,0,1,0
ACC000967,Business,799,2024-04-21,12,73,0.2,89.5,100,57,19,0,35,1,72.0,False,None,0.0,0.0,N/A,0.0,0.57,593,7.99,69.19999999999999,1,0,1,0
ACC000968,Professional,299,2025-06-03,12,119,0.326,34.6,20,13,6,0,66,2,91.4,False,None,0.0,0.0,N/A,0.0,0.65,185,14.95,68.44,1,1,1,0
ACC000969,Starter,99,2024-07-11,36,191,0.523,80.3,5,1,17,0,58,5,60.9,False,None,0.0,0.0,N/A,0.0,0.2,512,19.8,53.34,1,0,1,0
ACC000970,Professional,299,2025-06-12,36,49,0.134,74.2,20,13,5,1,64,3,42.1,False,None,0.0,0.0,N/A,0.2,0.65,176,14.95,39.660000000000004,1,0,1,0
ACC000971,Professional,299,2025-04-23,36,202,0.553,61.8,20,19,7,0,9,0,55.0,True,Failed_Payment_Retry,44.85,538.2,Easy,0.0,0.95,226,14.95,69.4,1,0,0,0
ACC000972,Professional,299,2024-01-09,36,32,0.088,99.0,20,18,23,1,55,2,85.6,True,Billing_System_Error,24.51,294.06,Medium,0.043478260869565216,0.9,696,14.95,69.35999999999999,1,0,1,0
ACC000973,Professional,299,2025-04-26,12,150,0.411,85.5,20,10,7,0,33,2,83.3,False,None,0.0,0.0,N/A,0.0,0.5,223,14.95,76.78,1,0,1,0
ACC000974,Starter,99,2024-10-19,24,359,0.984,92.5,5,4,13,0,41,4,89.6,True,Expired_Payment_Method,99.0,1188.0,Easy,0.0,0.8,412,19.8,77.36,0,0,1,0
ACC000975,Starter,99,2024-10-16,24,140,0.384,80.8,5,4,13,1,29,4,41.8,False,None,0.0,0.0,N/A,0.07692307692307693,0.8,415,19.8,53.480000000000004,1,0,0,0
ACC000976,Professional,299,2025-06-22,12,70,0.192,63.8,20,21,5,0,74,1,79.3,False,None,0.0,0.0,N/A,0.0,1.05,166,14.95,57.98,1,0,1,0
ACC000977,Professional,299,2025-05-18,12,55,0.151,98.2,20,19,6,0,21,0,61.4,False,None,0.0,0.0,N/A,0.0,0.95,201,14.95,68.44,1,0,0,0
ACC000978,Professional,299,2024-06-03,24,161,0.441,86.2,20,23,18,2,52,2,88.0,False,None,0.0,0.0,N/A,0.1111111111111111,1.15,550,14.95,72.0,1,0,1,1
ACC000979,Professional,299,2025-05-06,36,184,0.504,75.1,20,14,7,0,26,0,54.2,False,None,0.0,0.0,N/A,0.0,0.7,213,14.95,62.120000000000005,1,0,0,0
ACC000980,Professional,299,2024-06-01,24,238,0.652,65.8,20,19,18,0,33,5,79.1,False,None,0.0,0.0,N/A,0.0,0.95,552,14.95,74.25999999999999,1,0,1,0
ACC000981,Starter,99,2025-05-07,12,81,0.222,97.2,5,5,7,1,87,3,78.0,True,Billing_System_Error,20.06,240.73,Medium,0.14285714285714285,1.0,212,19.8,52.0,1,0,1,0
ACC000982,Enterprise,2499,2024-10-30,36,357,0.978,95.2,500,407,13,0,77,3,37.2,False,None,0.0,0.0,N/A,0.0,0.814,401,4.998,31.520000000000003,0,0,1,0
ACC000983,Professional,299,2025-07-27,12,168,0.46,73.6,20,11,4,0,18,3,61.5,False,None,0.0,0.0,N/A,0.0,0.55,131,14.95,69.7,1,0,0,0
ACC000984,Starter,99,2025-06-05,36,128,0.351,88.9,5,5,6,0,45,5,89.9,False,None,0.0,0.0,N/A,0.0,1.0,183,19.8,75.94,1,0,1,0
ACC000985,Business,799,2024-07-28,36,26,0.071,93.7,100,97,16,2,86,0,82.5,False,None,0.0,0.0,N/A,0.125,0.97,495,7.99,55.1,1,0,1,0
ACC000986,Professional,299,2024-11-04,24,90,0.247,77.4,20,21,13,1,3,2,74.7,False,None,0.0,0.0,N/A,0.07692307692307693,1.05,396,14.95,83.62,1,0,0,0
ACC000987,Starter,99,2024-07-19,24,285,0.781,98.6,5,5,16,0,70,4,52.9,False,None,0.0,0.0,N/A,0.0,1.0,504,19.8,43.739999999999995,0,0,1,0
ACC000988,Starter,99,2024-12-25,12,237,0.649,51.3,5,3,11,0,13,3,62.0,False,None,0.0,0.0,N/A,0.0,0.6,345,19.8,72.0,1,1,0,0
ACC000989,Professional,299,2025-04-16,12,7,0.019,84.7,20,7,7,0,7,0,66.5,True,Billing_System_Error,34.36,412.35,Medium,0.0,0.35,233,14.95,77.1,1,0,0,0
ACC000990,Business,799,2025-01-22,12,102,0.279,73.1,100,113,10,1,51,0,56.2,True,Usage_Overage_Unbilled,103.87,1246.44,Medium,0.1,1.13,317,7.99,53.32,1,0,1,1
ACC000991,Professional,299,2024-08-21,36,323,0.885,82.1,20,20,15,0,82,2,91.7,True,Expired_Payment_Method,299.0,3588.0,Easy,0.0,1.0,471,14.95,62.220000000000006,0,0,1,0
ACC000992,Professional,299,2025-06-12,36,301,0.825,48.7,20,14,5,0,33,1,52.8,False,None,0.0,0.0,N/A,0.0,0.7,176,14.95,58.48,0,1,1,0
ACC000993,Business,799,2025-06-22,12,34,0.093,60.6,100,110,5,0,25,2,80.2,False,None,0.0,0.0,N/A,0.0,1.1,166,7.99,78.12,1,0,0,0
ACC000994,Professional,299,2024-06-09,12,48,0.132,88.1,20,23,18,4,42,0,85.2,True,Failed_Payment_Retry,44.85,538.2,Easy,0.2222222222222222,1.15,544,14.95,74.32,1,0,1,1
ACC000995,Professional,299,2025-05-04,12,237,0.649,84.7,20,23,7,0,6,2,79.7,False,None,0.0,0.0,N/A,0.0,1.15,215,14.95,85.42,1,0,0,1
ACC000996,Starter,99,2025-03-18,36,222,0.608,84.0,5,3,8,0,50,2,49.8,False,None,0.0,0.0,N/A,0.0,0.6,262,19.8,49.879999999999995,1,0,1,0
ACC000997,Starter,99,2024-04-16,12,196,0.537,85.0,5,4,19,0,87,2,70.4,False,None,0.0,0.0,N/A,0.0,0.8,598,19.8,47.440000000000005,1,0,1,0
ACC000998,Starter,99,2024-06-27,12,182,0.499,73.3,5,3,17,2,27,0,46.5,False,None,0.0,0.0,N/A,0.11764705882352941,0.6,526,19.8,57.1,1,0,0,0
ACC000999,Business,799,2025-02-27,24,144,0.395,74.3,100,76,9,0,57,1,43.1,False,None,0.0,0.0,N/A,0.0,0.76,281,7.99,43.06,1,0,1,0
ACC001000,Starter,99,2025-04-07,12,315,0.863,73.1,5,3,8,0,79,1,55.7,False,None,0.0,0.0,N/A,0.0,0.6,242,19.8,41.82,0,0,1,0
